studentId,avg_ela_zscore,avg_math_zscore,avg_science_zscore,avg_history_zscore
1480117,0.6706061096004616,-0.20219449284646088,1.369107157496641,1.2450838262641717
1480118,,,,-0.4267450872877149
1480120,,-1.0220898876641078,,-0.9139950820559868
1480121,,,,-0.1812529815423694
1480122,,,,-1.0367411349286595
1480123,,,,0.4740150032322883
1480124,,,,0.47028078650986926
1480125,,,,-0.5891617522104722
1480126,,,,0.34753473363719656
1480127,-0.535429013468217,,,-0.1473554704311732
1480128,,,,0.6742351718439207
1480129,,,,1.2445606074347806
1480130,,,,0.4306101744597847
1480131,1.9022244376535116,2.0724960973203395,1.5903649841282288,1.562177796185244
1480132,,,,1.204889995384696
1480133,,,,0.8781895571779721
1480134,,,,0.307864121587112
1480135,-0.8046246297269086,-1.0057141704451351,-0.8890255608626388,-1.3018967708437874
1480136,,,,1.5712610456415048
1480137,,,,0.7988483330778029
1480138,-0.7914896872914964,,,0.02270140379168195
1480139,-0.46929877953982335,0.5882009359863192,0.240148841147291,1.122337773391499
1480140,,,,-1.4446499055967623
1480141,-1.06413351301894,-0.8042162378012434,-0.4993358032261074,-0.2738985780351533
1480142,-0.5190633573577716,-1.235312844001096,-0.35312328655318,0.29380191650095805
1480144,-0.3906115351656113,0.37790305093370635,-0.10230639883767025,
1480145,0.26988424814916445,-0.6956608744227055,-1.586279105439169,1.2860983278460747
1480146,,,,-0.13971526113107532
1480147,,,,-0.7515784171332295
1480149,,,,0.6742351718439207
1480150,,,,0.307864121587112
1480151,,,,-0.997070522878575
1480153,,,,0.593026839382542
1480154,,,,1.042473330461939
1480155,-0.2569492351580298,-0.7324184542343192,-0.16161530385087883,-0.4273311441259942
1480156,-0.30150333516055694,-0.6658314524387252,0.6492837743050294,0.9893628827794365
1480160,,,,0.8781895571779721
1480161,,,,0.593026839382542
1480162,,,,-0.753445525494439
1480163,,,,-3.6032055950875295
1480164,,,,1.448514992768832
1480165,,,,0.47028078650986926
1480166,,,,0.1435803483031452
1480167,0.2803052037800068,-0.6956608744227055,-0.10230639883767025,
1480168,,,,1.5712610456415048
1480169,-0.5268790740809033,-1.4419062422931475,-0.022448453869671897,-0.8569423291803487
1480170,,,,0.551489118971248
1480171,,,,0.593026839382542
1480172,,,,0.1039097362530606
1480173,,,,0.9197272775892662
1480174,,,,1.0821439425120234
1480175,,,,1.2445606074347806
1480176,-0.9984724631832808,-1.3108068681433822,-1.3579756121158615,
1480177,-0.3119242907913992,-0.6956608744227055,-0.7872168788075927,
1480178,,,,0.18698517707564874
1480179,,,,1.0840110508732328
1480180,-0.4221394406295856,-0.38808787756236723,0.9250593211172135,
1480181,,,,-0.13971526113107532
1480182,,,,0.8385189451278875
1480183,,,,-1.361574464774174
1480184,-1.2657970631984439,-1.4247676019683864,-0.673065132145939,-1.6496772539830267
1480186,,,,
1480187,,,,1.2445606074347806
1480188,-0.3932167740733219,-0.6930457079366366,-0.8191997544192609,-0.5040474271714147
1480189,,,,0.22478868076452385
1480190,,,,0.9593978896393507
1480191,,,,-0.0585069286696967
1480192,,,,-0.9573999108284903
1480193,-0.1626305573375543,0.33864562075919413,-0.8909081682619562,-0.6472511555228667
1480194,,,,0.22665578912573334
1480195,,,,-0.8743244700059023
1480197,,,,0.9593978896393507
1480198,,,,0.47028078650986926
1480199,,,,-0.9139950820559868
1480200,,,,1.448514992768832
1480201,,,,0.6742351718439207
1480202,,,,0.47028078650986926
1480203,,,,-1.525858238058141
1480204,,,,0.307864121587112
1480205,-0.6894640406447485,-0.6956608744227055,-1.3579756121158615,
1480206,-0.9828410297370174,-0.7546525602072405,-0.013948498461304526,-0.5347339403895829
1480207,,,,0.9593978896393507
1480208,,,,
1480209,-1.2657970631984439,-0.33961352024285607,-1.1296721187925538,-1.8542540087708146
1480211,0.06529745385842624,-0.4317931664024214,-0.0875395197033173,-0.13580926855339648
1480213,,,,-0.30399903441504217
1480214,,,,1.163352274973402
1480215,,,,1.5712610456415048
1480216,,,,1.3276360482573688
1480217,,,,0.06237201584176654
1480218,,,,-0.1378481527698659
1480219,,,,1.1236816629233175
1480221,,,,-0.3418025381039172
1480222,,,,1.7336777105642622
1480223,-0.9854462686447278,-0.5418743759925364,-1.586279105439169,
1480224,,,,-0.060374037030906186
1480226,,,,1.3673066603074533
1480227,-1.3181668799241026,-0.1773730177734766,-0.4531272556085144,0.30914517311004214
1480228,1.2000448318153665,0.8802569036558363,0.41128935083185,0.7080698449462285
1480229,0.9301149928924928,0.5346311130186477,1.3816663077638285,
1480230,2.0700198820327778,0.8422041098789861,1.3816663077638285,
1480231,-0.6579361351807743,-0.9419451699959447,-1.0102229742160131,-0.5347339403895829
1480232,0.668000870692751,-0.2343013791321981,0.6596663371127139,
1480233,0.2881209205031385,1.7976497963423506,1.9524250410720971,
1480234,0.668000870692751,1.4573501035996628,0.35430058780894474,1.3831731357459285
1480235,-0.7207269075372755,-0.15288873469175382,0.01421388614864517,0.7408247751888593
1480236,0.7518985928823843,-0.34285674251073595,0.8997502377374746,0.8768456676461535
1480237,-0.29889809625284636,0.5590191209849571,0.12599709448563723,0.4012047127645467
1480238,0.5265228539620378,-0.5866607389218838,0.9610760887724854,0.9689052073006581
1480239,0.7440828761592524,-0.9349974609675044,0.20160506174945167,0.18639912023736943
1480240,0.29333139831855964,-0.6231001677499927,0.49973436151613726,0.29380191650095805
1480241,0.42699369832614115,0.2715180819189537,1.2837357289531748,0.8615024110370694
1480242,-0.8859171130088312,-0.5547762386972886,0.06061204859180669,-0.35061486108057377
1480243,1.2524146485410252,2.8414285894711853,2.1807285343954046,1.5826354716640216
1480244,,,,0.47028078650986926
1480245,0.20943367612892644,0.49818343800534026,0.4469084658894943,0.9279898563431002
1480246,0.036427753934238916,-0.1373444183079772,-1.1510449398609315,0.4165479693736308
1480247,0.2591982539468748,-0.38808787756236723,-1.0155203721309,
1480248,-0.893732829731963,-0.6956608744227055,-0.9013686254692465,
1480249,-0.06831187951707882,0.38994622561030723,-0.26642123289471686,0.3551749429372944
1480250,0.9064028041516503,1.1497771067393243,1.039211067778867,
1480251,1.658612026379191,1.9187095988901701,1.8837595432851804,0.9075321808643216
1480252,0.03382251502652839,0.27259915600824675,0.5568102348469641,0.8461591544279853
1480253,-0.7942036740960663,-1.2757666643880714,-0.2752822876069838,0.2631154032827899
1480254,-0.8413630130063041,-0.8639708466915669,-0.381418841765819,-0.7802260461349283
1480255,-1.3444843075726558,-1.3052583841877394,-0.6753546080512,-1.225180487798367
1480256,0.7912422150694902,0.6085827985789601,1.7241215477487897,0.953561950691574
1480257,-0.6998849962755909,-0.595770596128911,-0.10106901720759379,0.47792099580996716
1480258,0.7518985928823843,1.764923100460001,1.3816663077638285,1.4189740678337903
1480259,0.20161795940579474,-0.5188773469138265,0.5540145458594281,0.30914517311004214
1480260,-0.7207269075372755,-1.5723775606611023,-0.31584301302662476,-0.3352716044714897
1480261,0.6471589594310664,-0.20296566213744804,-0.8437374663849108,
1480262,0.7701352652363582,1.4573501035996628,0.4684523344705985,
1480263,-0.29368761843742525,-1.157020369713213,-0.30782782052380625,0.3244884297191262
1480264,-0.4455865907989807,-0.595770596128911,0.1176314776997543,1.2143973130460035
1480265,2.947810648973321,2.0724960973203395,3.2080942543502884,
1480266,-0.2045794184323709,-0.09179513227284125,0.8478938679219298,0.4012047127645467
1480267,0.7151602096029888,0.07327161772814024,0.7978636612828229,0.6927265883371444
1480268,-0.5740384129911411,-0.41141130380978047,-0.7771847402829725,-1.1791507179711147
1480269,0.28551568159542795,0.650117693055229,0.696755827793906,
1480270,0.6026048594285393,-0.46020381211279626,0.63513599669871,0.8154726412098171
1480271,0.5265228539620378,-0.08051488070202892,0.8109075744555597,0.7080698449462285
1480272,1.8026952820176148,-0.16359291583976557,-0.19691245507660726,
1480273,-1.1688731464702578,-0.29406423420771993,-0.8909081682619562,-0.5193906837804988
1480274,0.4452303706801152,1.4573501035996628,0.9250593211172135,1.2143973130460035
1480275,0.610420576151671,-0.14243988395613744,0.3157568084111054,0.14036935041011717
1480276,0.5710769539645649,0.6884176114488169,1.609969801087136,
1480277,-0.17305151296839658,-0.7101843482613978,0.4837039765105007,0.5086075090281353
1480278,-0.5190633573577716,0.48907358079831315,0.9250593211172135,1.122337773391499
1480279,0.6653956317850405,-0.08051488070202892,0.7007118254379042,0.6824977505977547
1480280,-0.38279581844247956,-1.0997460599849809,-0.5451160321610303,-0.9541162877045486
1480281,-0.9802357908293067,-0.9596243473653525,-0.340858116346178,-0.3608436988199634
1480283,0.25138253722374304,-0.5735364901559897,-0.1521458226314134,0.29380191650095805
1480284,0.12032547612387212,-0.6383865646944734,-0.22245639198034028,-0.2585553214260692
1480285,-0.29889809625284636,-0.8821905611056212,-0.08850904551441538,0.0636530673646967
1480286,-0.3906115351656113,-0.032040523382517776,0.7162574475379921,
1480287,0.8592434652414125,0.9959906083091552,0.8109075744555597,
1480288,-0.7496495740935392,-0.7364328457931864,-0.3611384790559985,-0.550077196998667
1480289,0.10729928158531926,-0.6956608744227055,-1.3579756121158615,
1480290,-0.4481918297066913,-0.8494473728528747,-0.33060989216097775,
1480291,,,,0.8781895571779721
1480292,0.36654312630590313,1.3440091793712707,0.8629547271164683,0.27845865989187396
1480293,0.38504483723132454,0.8818785147897762,1.3709897648959581,0.6824977505977547
1480294,-0.2045794184323709,-1.0842290307941598,-0.40169920447563945,-1.015489314140885
1480295,0.19119700377495247,1.4573501035996628,1.1533628144405208,
1480296,-0.9356816908267795,-1.037058133625084,-0.4134796117770927,-0.028406472289807843
1480297,-0.7155164297218544,-0.356636844444447,-1.4229887835499013,-0.8109125593530965
1480298,1.6322945987306379,-0.05242238597515875,0.9535456591752162,1.2604270828732558
1480299,0.3274645426902445,-0.06739887812133341,0.8351439348093785,
1480300,-0.437770874075849,-1.6616238893510937,-0.15688056324114616,-1.0257181518802738
1480301,0.039032992841949554,-0.6956608744227055,-0.4447616388226315,
1480302,,,,-2.1773920061103795
1480303,0.46373208160553664,0.5276751578050087,1.0842125537480558,
1480304,1.9730959653045916,1.1497771067393243,0.8109075744555597,
1480305,1.2234919819847616,-0.6956608744227055,-1.1296721187925538,
1480306,,,,-0.4267450872877149
1480307,-0.3906115351656113,-0.33613966572863574,0.11149889259625306,0.6824977505977547
1480308,,,-1.2084177199106654,-0.7970221301222024
1480309,,,,
1480310,,,0.3901750501818362,1.8016445086419144
1480311,,,,
1480312,,,,
1480313,,,,
1480314,0.5239176150543272,0.355668944960785,0.3308741118285233,0.10968283719194898
1480315,,,,
1480317,-1.1506364741162838,-0.38808787756236723,-0.4447616388226315,
1480320,,,,
1480321,0.38504483723132454,0.5346311130186477,1.2643684478315738,
1480322,-0.15481484061442258,0.8422041098789861,0.35430058780894474,
1480323,-1.5279111853981857,0.4974122687143533,0.2846655642109303,-2.5702726505280724
1480324,0.14924814268013586,0.07727776310180866,0.6494979336463643,1.4292029055731807
1480325,,,,
1480326,-0.7994141519114875,0.07033005407336806,-1.8145825987624764,-0.8722855857894328
1480327,,,,
1480328,-0.9461026464576219,0.43592073256691966,-0.5589133854842852,-1.4706725935437124
1480329,-0.08654855187105284,0.22921201815169745,-0.3389755089468606,1.644008498100358
1480330,,,0.6459498933966364,-2.096355449504261
1480332,,,1.6690492662558374,1.4768111787963998
1480334,0.06795565939821324,0.3505734793126247,0.0015971236387832361,1.1530242866096672
1480335,,,-0.5689806118736647,1.1519778489508852
1480336,-0.35126791297850524,-0.4317931664024214,-0.4447616388226315,
1480338,,,,
1480340,,,1.8608803986669376,
1480341,,,,0.1774778594143414
1480342,,,0.4541187609855363,1.8016445086419144
1480343,,,,
1480344,,,1.029612158218837,1.4768111787963998
1480345,,,,
1480346,-0.5373000297117456,-0.8042162378012434,-0.42908167810005926,-0.6881665064804238
1480347,,,1.6051055554521374,
1480348,,,,
1480350,,,1.4772181338447372,1.4768111787963998
1480351,,,,
1480352,,-1.076749030906271,,
1480353,,,,-0.4267450872877149
1480354,,,0.006512785359635848,0.1774778594143414
1480357,,,0.9017247366114367,
1480358,,,,
1480359,,,-2.6151793575920665,-3.7205220987318337
1480361,,,1.1574995798262369,
1480362,,,1.4772181338447372,1.4768111787963998
1480364,-0.8046246297269086,-0.951055027202972,-1.1654202092028567,0.4165479693736308
1480365,,,,
1480368,-1.0719492297420716,-0.6271145593088598,-0.3592558716566812,0.8461591544279853
1480369,,,1.349330712237337,
1480370,,,-2.0396859603587663,0.1774778594143414
1480371,,,,
1480372,,,,
1480373,,,-0.18531834705146433,-0.4721888002766878
1480374,,,,
1480375,,-0.8581124579376181,,
1480376,,,1.029612158218837,0.8271445191053707
1480377,,,,
1480378,,,,
1480380,,,1.6690492662558374,1.4768111787963998
1480381,,,1.4772181338447372,
1480382,,,,
1480383,-0.5242738351731928,-0.38222948880841845,-0.1418197040466076,0.7234131015553126
1480384,,,,
1480385,-1.0797649464652035,0.3436257702841842,-0.4955705884274727,0.6620400751189762
1480386,,,1.221443290629937,1.1519778489508852
