studentId,avg_ela_zscore,avg_math_zscore,avg_science_zscore,avg_history_zscore
1480387,,,0.6459498933966364,-0.7970221301222024
1480388,,,1.4772181338447372,0.1774778594143414
1480389,,,1.6690492662558374,0.8271445191053707
1480391,,,0.9017247366114367,1.4768111787963998
1480394,,,1.4772181338447372,
1480395,-0.6485721019017592,,,
1480396,,,,-0.1473554704311732
1480398,,,,
1480399,,,1.221443290629937,0.1774778594143414
1480402,,,1.8608803986669376,1.1519778489508852
1480403,-0.9854462686447278,-1.0228528107698964,-1.685776861412228,0.10968283719194898
1480404,,,1.029612158218837,1.8016445086419144
1480405,,,,
1480406,,,0.13440020696703597,
1480407,-0.7652810075398027,-0.33961352024285607,0.0969227963072638,-0.1051227553352283
1480408,,,,
1480409,0.9876952874335728,0.9959906083091552,1.3507094021861377,
1480410,1.3938926652717385,1.4573501035996628,0.9250593211172135,
1480411,-0.16002531842984372,-0.74446162891092,-0.18991085906351787,-0.028406472289807843
1480412,0.20422319831350533,-0.19092248746084717,0.35430058780894474,0.3244884297191262
1480413,-0.38800629625790073,-0.39589427461895926,-0.705048007757607,-0.6574799932622556
1480414,0.4348094150492729,0.6155305076074007,0.5826040811322523,
1480415,0.10990452049302984,0.07327161772814024,0.07330553748147867,
1480416,0.2539877761314536,0.014049299697264886,-0.2559714507082613,0.10968283719194898
1480417,2.048912932199646,2.2262825957505084,1.3816663077638285,
1480418,-0.9619991184753328,-1.003233871283044,-2.0428860920857836,
1480419,1.1187523485334436,1.3035636051694934,1.039211067778867,
1480420,0.9275097539847823,0.07327161772814024,0.8109075744555597,
1480421,-0.5268790740809033,-0.27985891135253266,0.03839263425978961,-0.4119878875169101
1480422,-0.7731850704534168,-0.7262419144968659,-0.705048007757607,1.7360680377548625
1480423,1.2550198874487357,2.0724960973203395,1.609969801087136,
1480424,-0.7181216686295648,-0.8178810236117842,-0.11674815650417514,0.01762329753744443
1480425,-0.34866267407079465,-0.08051488070202892,-0.9013686254692465,
1480426,,,,
1480427,-0.07873283514792112,-0.7870775974764823,-0.2488693397936621,-0.28924183464423736
1480428,-1.3549052632034981,0.10460733472289026,-0.5319377803658091,1.306456852700508
1480429,0.43220417614156226,0.8422041098789861,0.8573069049185162,1.644008498100358
1480430,1.27325655980271,0.7896988686302109,0.3124763565180201,1.0302782337369945
1480431,0.4452303706801152,0.44753868632204424,0.7672007357653177,0.17105586362828534
1480432,-0.1756567518761072,-0.38808787756236723,-0.4447616388226315,
1480433,1.299573987451263,1.1497771067393243,0.5826040811322523,
1480434,2.8639129267836876,3.7641475800522,3.2080942543502884,
1480435,2.643747665678762,3.1490015863315235,2.409032027718712,
1480436,0.29333139831855964,-0.1705697612457673,0.2483371005591786,0.953561950691574
1480437,0.07056089830592382,0.8422041098789861,1.1533628144405208,
1480438,-0.40103249079645353,-0.1073121614636624,-0.11631983782150514,1.1530242866096672
1480439,1.83943366529701,1.764923100460001,1.3816663077638285,
1480440,1.1187523485334436,1.9187095988901701,1.4958180544254822,
1480441,1.540581159817873,1.199642442946435,0.9898564068906732,
1480442,1.7711673765536404,2.687642091041016,1.9524250410720971,
1480443,0.3876500761390351,-0.2343013791321981,0.5360451092315949,0.17105586362828534
1480444,1.0296441485283894,1.4573501035996628,1.1058907609516444,
1480445,0.8618487041491231,0.07327161772814024,-0.9013686254692465,-0.4426744007350783
1480446,0.29072615941084906,-1.068942633849679,-0.3203635942950225,-1.1944939745801988
1480447,0.10208880376989812,-0.3406945943321493,0.21107454296891753,0.03296655414652852
1480448,-0.6264082297168,-0.39253573622790916,-0.60030929809254,1.3371433659186762
1480449,-0.6524606187939057,-0.3736601686460379,0.03086220466252035,0.8154726412098171
1480450,1.9913326376585658,0.6884176114488169,0.9250593211172135,
1480451,-0.16523579624526488,-0.38808787756236723,-1.0155203721309,
1480452,1.071593009623206,1.2561538295688788,0.29596120860683417,0.9075321808643216
1480453,1.1476750150897077,0.5346311130186477,1.039211067778867,
1480454,-0.38279581844247956,0.1753240442005214,0.4247454957803565,0.3705181995463785
1480455,-0.11026074061189543,-0.9853323078524943,-0.7173131779646096,-1.2712102576256192
1480456,0.12293071503158273,0.13193690634397187,-0.1200850526201398,-0.05397856663828162
1480457,-0.15220960170671205,0.37172651119625266,-0.21395643657197302,-0.16649578177156465
1480458,-0.6657518519039061,-0.831545809422325,-0.67578292673387,-0.7802260461349283
1480459,-0.34345219625537354,-0.4762613783482641,-0.456892470407149,0.002280040928360339
1480460,-0.6998849962755909,-0.8052973118905367,-0.6250918188427703,-0.5040474271714147
1480461,0.07316613721363441,0.07327161772814024,0.46342361380068015,0.4165479693736308
1480462,-0.437770874075849,-0.3002407739451736,-0.9295862862822799,-0.6881665064804238
1480463,2.046307693291935,5.148226065923723,3.322246001011942,
1480464,2.224524093302044,3.1490015863315235,1.8382732944104434,
1480465,,,,
1480466,,,,
1480467,0.49499494849806347,0.7179010850632865,0.0118453478239835,
1480468,-1.161057429747126,-0.6956608744227055,-1.1296721187925538,-2.3145517070433375
1480469,,,,
1480470,1.1974395929076558,0.39156783674424717,1.092017873181149,0.2324288900646217
1480471,-0.6159872740859578,-0.08051488070202892,-0.9013686254692465,
1480472,-0.6735675686270377,-0.5188773469138265,-0.07220805694456447,
1480473,,,,
1480474,-0.8072298686346192,-0.5418743759925364,-1.3579756121158615,
1480476,,,1.4772181338447372,0.5023111892598561
1480477,0.6260520095979344,0.2270581161583094,0.4684523344705985,
1480479,0.43220417614156226,-0.08051488070202892,0.0118453478239835,
1480480,0.3928605539544563,1.1621219400290328,0.38794998515935014,
1480481,-0.2150003740632132,-0.6686494537851286,-0.7729912068016679,-0.028406472289807843
1480482,,,1.4772181338447372,1.1519778489508852
1480483,,,-0.2922578446151755,
1480484,-1.0378160853703866,-0.6283109495213232,-1.0088251297222446,-0.9643451254439374
1480485,,,,-0.3097721353539305
1480486,-1.9051858966800874,-0.7255860613290487,-1.2494502374754333,-2.3605814768705895
1480488,,,0.8980090250116872,
1480489,,,-0.7288398888829148,
1480490,-0.7574652908166709,-0.05091609096438904,-1.034324995947347,0.20174237684645352
1480491,,,-0.2839922009908845,
1480492,-0.6159872740859578,-0.558250093211509,-0.5724985057854501,-0.7648827895258442
1480493,,,,0.6647278541826134
1480494,-0.43256039626042786,-0.5418743759925364,-1.2438238654542078,
1480495,-0.3538731518862158,0.025977158250695548,-0.19367607386215252,-0.4119878875169101
1480496,1.5747143041895577,0.227049869973111,1.6266757318436853,1.1683675432187512
1480497,-0.1756567518761072,-0.08051488070202892,-1.8145825987624764,
1480499,,,0.06270488951603675,
1480500,-0.2543439962503192,-1.0188384192110291,0.15964649183604265,-0.734196276307676
1480502,-1.4911728021187902,-0.7182131313791316,-1.317821755202164,-1.2712102576256192
1480503,-0.5818541297142729,-0.6956608744227055,-0.33060989216097775,
1480504,0.0809818539367661,0.26240822471192626,0.36223595959291266,0.5699805354644717
1480506,-0.972420074106175,-0.6956608744227055,-0.216458145499324,-1.6091054547359889
1480507,,,,0.015061194491584108
1480509,-0.5216685962654822,-0.6956608744227055,-1.3579756121158615,
1480511,,,0.6459498933966364,
1480512,-1.5383321410290278,-0.38808787756236723,-0.4447616388226315,
1480513,,,,-0.4721888002766878
1480515,,,-1.975742249555066,
1480516,-1.0875806631883351,-0.6956608744227055,-1.8145825987624764,
1480518,-0.8098351075423298,-0.322474879918095,0.35430058780894474,-1.8389107521617305
1480519,,,-0.4134017173774871,-1.2842721248904743
1480520,,,-1.3363051415180653,
1480521,-1.543542618844449,-1.003233871283044,-1.8145825987624764,
1480522,,,,-0.3097721353539305
1480523,,,-0.08940278084591424,
1480524,,,,-0.3097721353539305
1480525,,,,1.3143945138736426
1480527,0.20161795940579474,-0.38808787756236723,0.0118453478239835,
1480528,,,,-0.3097721353539305
1480529,-0.8833118741011208,-0.6956608744227055,-0.673065132145939,
1480530,-0.18894798498610743,0.591444158254199,-0.7872168788075927,0.2324288900646217
1480531,-0.1626305573375543,-0.8719996298093008,-0.216458145499324,0.0636530673646967
1480532,,,0.6419554127080986,
1480533,-0.17305151296839658,-0.8366412750704852,0.09643803340171458,0.8921889242552375
1480534,,,,0.3398945243370987
1480535,,,-0.8247554550884649,
1480536,-0.43256039626042786,1.3038652637826011,0.0118453478239835,-1.0870911783166102
1480538,-0.8254665409885932,-0.38808787756236723,-1.3579756121158615,
1480539,,,,-0.1473554704311732
1480541,,,-1.9465479932527532,-0.4721888002766878
1480542,-1.161057429747126,-0.6956608744227055,-0.216458145499324,
1480543,,,-0.888699165892165,
1480545,,,-0.4747275684124984,0.015061194491584108
1480546,,,,-0.634605465199445
1480547,-1.0719492297420716,0.5794009835775981,-0.340858116346178,-1.056404665098442
1480549,-0.7103059519064332,-0.6956608744227055,-0.4447616388226315,
1480550,,,,-0.7970221301222024
1480551,,,,0.9895611840281279
1480552,-0.36429410751705815,-1.003233871283044,-1.1296721187925538,
1480553,,,,-1.121855459967717
1480554,-0.8046246297269086,-0.6956608744227055,-0.673065132145939,
1480556,0.6130258150593816,-0.2343013791321981,-0.9013686254692465,
1480557,-0.8465734908217253,-0.6088948448948052,-1.0155203721309,0.27845865989187396
1480561,-0.9408921686422007,-0.28603545108998607,-0.9918816631283888,-1.6701349294618055
1480562,,,-1.7199674063402657,
1480564,,,,0.015061194491584108
1480565,,,,0.015061194491584108
1480566,-0.6159872740859578,-0.6956608744227055,,
1480567,,,-0.9769379492216659,
1480568,,,,-1.121855459967717
1480569,,,-0.3771494794625645,
1480570,,,,0.8271445191053707
1480571,,,,1.1519778489508852
1480572,,,0.5984748247001881,-0.7970221301222024
1480573,,,0.006512785359635848,
1480574,,,,0.3398945243370987
1480575,,,,-0.3097721353539305
1480577,-0.534694790804035,0.22921201815169745,-0.16586528155506275,-0.38130137429874195
1480578,,,-0.4410931902662646,
1480580,,,,0.8271445191053707
1480581,,,0.26631639088623943,
1480582,,,,
1480583,,,,0.5023111892598561
1480584,-0.2439230406194769,0.0954974775158632,-0.5043411474000543,-1.4246428237164601
1480586,,,,-1.4466887898132317
1480587,,,,
1480588,,,-0.5689806118736647,
1480590,-0.8413630130063041,-0.5418743759925364,-0.33060989216097775,
1480591,,,,-0.634605465199445
1480592,,,,
1480593,-0.43256039626042786,-1.7312595247394316,-0.4899227662295208,0.15571260701920125
1480594,,,-1.223344251086942,
1480595,,,-0.06384436647792659,0.3398945243370987
1480596,-0.9067590242705159,-0.7222275229379986,-1.582920759146478,-2.897595458188533
1480597,,,-0.4410931902662646,
1480598,,,,1.1519778489508852
1480599,-0.9880515075524385,-1.0568994591730783,-0.7033795596996247,0.2324288900646217
1480600,,,0.825380473529727,-0.9594387950449597
1480602,,,,0.9895611840281279
1480604,-1.0719492297420716,-0.08051488070202892,-1.3579756121158615,
1480605,,,-0.4730650456681146,
1480606,,,,1.1519778489508852
1480607,,,0.13440020696703597,
1480608,,,,0.9895611840281279
1480609,,,,-0.1473554704311732
1480610,,,,-0.634605465199445
1480613,-0.6290134686245106,-0.6385018808176437,-1.1465941352096836,-2.1304326277343284
1480614,-1.3496947853880767,-0.38808787756236723,-1.3579756121158615,
1480615,,,,
1480616,,,,0.1774778594143414
1480619,0.14664290377242528,-0.5418743759925364,-0.10230639883767025,
1480620,,,,-1.4466887898132317
1480621,,,0.19834391777073604,
1480622,,,-1.3989106867083287,
1480623,,,-0.11903763240943614,0.5023111892598561
1480624,-0.6998849962755909,-0.6956608744227055,-0.82673018401653,-1.6701349294618055
1480626,,,,-0.1473554704311732
1480627,,,,0.015061194491584108
1480628,,,-0.12137463624776428,
1480629,-0.5242738351731928,-0.19949180762322774,-0.3130473240390882,-0.0897794987261442
1480630,,,-1.6560236955365657,
1480631,-0.3932167740733219,-0.3629287003050707,-0.6170386053450608,-0.043749728898891935
1480632,,,,1.1519778489508852
1480634,-1.0797649464652035,0.3010098017186218,0.11206063071120537,-2.0076865748616557
1480635,-0.9434974075499113,-0.9408640959066514,-0.9013686254692465,0.08922516171317048
1480636,,,,0.5023111892598561
1480637,,,0.07913925000002286,
1480638,0.018191081580264935,-0.6589990595334548,-1.1296721187925538,0.8870745053855432
1480639,,,-0.18531834705146433,
1480642,,,,
1480644,,,,0.1774778594143414
1480646,,,-0.5689806118736647,0.5023111892598561
1480647,-1.6118089075878188,-0.38808787756236723,-1.3579756121158615,
1480649,-0.8413630130063041,-1.186830240496386,-0.44392837795326284,-1.593418646416385
1480650,-0.06570664060936825,-0.08051488070202892,-0.7566473882339552,
1480651,,,0.39609951628465306,0.015061194491584108
1480652,,,,0.5023111892598561
1480653,,,,-1.2842721248904743
1480655,,,-1.1125021537051152,
1480656,-0.028968257329972803,0.5367850150120358,0.35430058780894474,-0.6574799932622556
1480657,,,0.19834391777073604,
1480658,-0.9854462686447278,-0.5326574488475375,-1.0144729519201965,-1.1484642047529465
1480659,-1.0378160853703866,0.028795159597099107,-1.3552448016229428,-1.1177776915347784
1480660,,,,
1480661,,,,0.3398945243370987
1480662,0.7047392539721464,-0.4489318067271825,0.016229664150651787,-0.5040474271714147
1480663,-0.4745092573552445,-1.2688189553596307,-0.41611758564617307,-0.550077196998667
1480664,-0.6238029908090894,-1.2790098866559514,-0.8201692802303594,-1.578075389807301
1480665,0.6706061096004616,0.4234523369688425,0.12599709448563723,-0.38130137429874195
1480666,0.34309597613650794,-0.2343013791321981,-0.31681253883772287,-0.3199283478624056
1480667,1.4934218209076353,1.2065901519748756,0.9250593211172135,
1480668,-0.9619991184753328,-0.6129092364536721,-0.44371421861192784,-0.8262558159621806
1480669,-0.56882793517572,-0.6956608744227055,-0.5589133854842852,
1480670,-0.5818541297142729,0.04994819148072706,0.4596583990020455,
1480671,1.1187523485334436,0.6884176114488169,1.4958180544254822,0.49837867128874563
1480673,-0.5740384129911411,-0.558250093211509,-0.6991860262183202,-1.041061408489358
1480674,0.7545038317900947,0.8716875834934557,0.696755827793906,
1480675,-0.38540105735019015,-0.24048616505485015,-0.27200183571389847,-1.0768623405772213
1480676,0.3509116928596397,-0.5491402360044817,0.19477355439906668,-1.4041851482376813
1480677,2.591377848953104,5.148226065923723,3.5505494943352494,
1480678,-0.529484312988614,-0.7364328457931864,-0.01680063167171995,-0.05909298550797602
1480679,0.47675827614408944,-0.4561894205539296,0.12599709448563723,0.12502609380103308
1480680,,-2.2245910389916985,-0.8672130150365654,0.20174237684645352
1480681,1.813116237648457,-0.2949146760506729,1.4464633935372881,0.6466968185098921
1480682,0.0627451815827921,0.0020061250206640513,1.2271446185278974,0.616010305291724
1480683,-0.07352235733249997,-0.2353906994066899,0.0118453478239835,0.3398316863282103
1480684,0.7623195485132265,-0.15154974116316472,0.585585251352377,-0.18183903838064874
1480685,0.07837661502905555,-0.428859848932848,-0.5589133854842852,0.4625777392008831
